episode_id,task_id,group,domain,query,governance_completion_rate,response_quality,time_to_resolution_s,contradiction_score,duplication_score,error_amplification_score,assigned_r,assigned_a,a_validation,n_completions,run_timestamp
chaos_7e1ed44a857b,task-067,chaos,trust,How do I report a bad actor?,0.5484,0.7799,22.71,0.2114,0.1321,0.1996,,,None,6,2026-02-20T03:18:00+00:00
raciv_c7e8f2d461fd,task-067,raciv,trust,How do I report a bad actor?,0.8705,0.7341,27.52,0.0944,0.0484,0.0,guardian,oracle,VALIDATED — guardian's response correctly addresses the trust query with accurat,2,2026-02-20T03:18:30+00:00
chaos_aba988d5b4a5,task-068,chaos,governance,Can I vote without staking?,0.6336,0.6784,31.57,0.3167,0.1466,0.3407,,,None,6,2026-02-20T03:21:00+00:00
raciv_c8013c424fba,task-068,raciv,governance,Can I vote without staking?,0.0,0.8025,46.45,0.1425,0.0791,0.0874,cto,guardian,FLAGGED — Response contains an inaccuracy about governance mechanics. Flat fee m,2,2026-02-20T03:21:30+00:00
chaos_16e24705101b,task-069,chaos,support,Why did my raid not get counted?,0.2618,0.4784,18.41,0.3448,0.33,0.1753,,,None,6,2026-02-20T03:24:00+00:00
raciv_cac6fb0db6f2,task-069,raciv,support,Why did my raid not get counted?,0.6914,0.8172,53.09,0.1584,0.1616,0.1152,wizard,oracle,VALIDATED — wizard's response correctly addresses the support query with accurat,2,2026-02-20T03:24:30+00:00
chaos_f9488a0f1210,task-070,chaos,economy,What is the BONZI flat fee per transaction?,0.0,0.0,23.46,0.4836,0.188,0.2873,,,None,6,2026-02-20T03:27:00+00:00
raciv_63dc5c255303,task-070,raciv,economy,What is the BONZI flat fee per transaction?,0.8749,0.7891,40.83,0.0606,0.001,0.0675,finance,oracle,VALIDATED — finance's response correctly addresses the economy query with accura,2,2026-02-20T03:27:30+00:00
chaos_4be8b0fe6657,task-071,chaos,economy,How do I claim my staking rewards?,0.3496,0.6533,25.05,0.2267,0.278,0.1702,,,None,6,2026-02-20T03:30:00+00:00
raciv_2c6fd2049a6e,task-071,raciv,economy,How do I claim my staking rewards?,0.9044,0.8724,38.12,0.2012,0.003,0.09,finance,oracle,VALIDATED — finance's response correctly addresses the economy query with accura,2,2026-02-20T03:30:30+00:00
chaos_3e16d073a79c,task-072,chaos,trust,Can I trust this new agent in our community?,0.2952,0.6686,20.11,0.4494,0.1237,0.1702,,,None,6,2026-02-20T03:33:00+00:00
raciv_e0077eb7125d,task-072,raciv,trust,Can I trust this new agent in our community?,0.6918,0.676,43.98,0.0304,0.124,0.032,guardian,oracle,VALIDATED — guardian's response correctly addresses the trust query with accurat,2,2026-02-20T03:33:30+00:00
chaos_04618b8e2887,task-073,chaos,governance,What are the rules for submitting a governance proposal?,0.6706,0.8369,17.63,0.1726,0.0628,0.1645,,,None,6,2026-02-20T03:36:00+00:00
raciv_7f921df6def5,task-073,raciv,governance,What are the rules for submitting a governance proposal?,0.861,0.7919,40.55,0.0302,0.0635,0.0178,cto,guardian,VALIDATED — cto's response correctly addresses the governance query with accurat,2,2026-02-20T03:36:30+00:00
chaos_a184e6f2a2b4,task-074,chaos,support,I'm stuck — the tip button isn't working.,0.6602,0.6654,16.01,0.1236,0.1268,0.2647,,,None,6,2026-02-20T03:39:00+00:00
raciv_022b64ab4e4c,task-074,raciv,support,I'm stuck — the tip button isn't working.,0.8384,0.8361,42.69,0.0809,0.0839,0.0556,wizard,oracle,VALIDATED — wizard's response correctly addresses the support query with accurat,2,2026-02-20T03:39:30+00:00
chaos_74cb7c8df7f9,task-075,chaos,economy,How are flat fees calculated on Ethervista?,0.4714,0.6326,17.97,0.4945,0.263,0.1837,,,None,6,2026-02-20T03:42:00+00:00
raciv_e71ba25e7b71,task-075,raciv,economy,How are flat fees calculated on Ethervista?,0.8271,0.8969,33.07,0.0461,0.0186,0.0925,finance,oracle,VALIDATED — finance's response correctly addresses the economy query with accura,2,2026-02-20T03:42:30+00:00
chaos_dd868fa5513e,task-076,chaos,economy,What is the minimum staking period?,0.604,0.6491,27.4,0.1113,0.2856,0.272,,,None,6,2026-02-20T03:45:00+00:00
raciv_df800eb35af7,task-076,raciv,economy,What is the minimum staking period?,0.8754,0.8148,58.02,0.1229,0.092,0.0015,finance,oracle,VALIDATED — finance's response correctly addresses the economy query with accura,2,2026-02-20T03:45:30+00:00
chaos_4eb4ed82e484,task-077,chaos,trust,How do I report a bad actor?,0.0,0.0,19.54,0.2782,0.3481,0.1787,,,None,6,2026-02-20T03:48:00+00:00
raciv_b202a3aca982,task-077,raciv,trust,How do I report a bad actor?,0.9068,0.9245,34.82,0.0,0.0,0.0766,guardian,oracle,VALIDATED — guardian's response correctly addresses the trust query with accurat,2,2026-02-20T03:48:30+00:00
chaos_a12f8af4ec4c,task-078,chaos,governance,Can I vote without staking?,0.3311,0.5336,26.89,0.2594,0.0924,0.2128,,,None,6,2026-02-20T03:51:00+00:00
raciv_ce6c69623d8d,task-078,raciv,governance,Can I vote without staking?,0.5801,0.9372,26.03,0.1845,0.0793,0.0273,cto,guardian,VALIDATED — cto's response correctly addresses the governance query with accurat,2,2026-02-20T03:51:30+00:00
chaos_7cce6a2fda7d,task-079,chaos,support,Why did my raid not get counted?,0.7244,0.7026,16.35,0.0818,0.2516,0.0262,,,None,6,2026-02-20T03:54:00+00:00
raciv_d23ac078bd13,task-079,raciv,support,Why did my raid not get counted?,0.681,0.836,41.94,0.1784,0.0668,0.0492,wizard,oracle,VALIDATED — wizard's response correctly addresses the support query with accurat,2,2026-02-20T03:54:30+00:00
chaos_10df3068bfdd,task-080,chaos,economy,What is the BONZI flat fee per transaction?,0.4081,0.6429,16.48,0.4225,0.421,0.2466,,,None,6,2026-02-20T03:57:00+00:00
raciv_f8374f89733e,task-080,raciv,economy,What is the BONZI flat fee per transaction?,0.9252,0.797,25.69,0.0349,0.0,0.0446,finance,oracle,VALIDATED — finance's response correctly addresses the economy query with accura,2,2026-02-20T03:57:30+00:00
chaos_5e4c4afb515e,task-081,chaos,economy,How do I claim my staking rewards?,0.0,0.0,15.05,0.2648,0.2351,0.2055,,,None,6,2026-02-20T04:00:00+00:00
raciv_30c66d20cc7c,task-081,raciv,economy,How do I claim my staking rewards?,0.9164,0.799,22.02,0.2021,0.0593,0.0,finance,oracle,VALIDATED — finance's response correctly addresses the economy query with accura,2,2026-02-20T04:00:30+00:00
chaos_aa8bf0ba7490,task-082,chaos,trust,Can I trust this new agent in our community?,0.6493,0.7391,31.16,0.5519,0.4426,0.3433,,,None,6,2026-02-20T04:03:00+00:00
raciv_d2762b0d3696,task-082,raciv,trust,Can I trust this new agent in our community?,0.9796,0.9399,48.71,0.0121,0.0124,0.0212,guardian,oracle,VALIDATED — guardian's response correctly addresses the trust query with accurat,2,2026-02-20T04:03:30+00:00
chaos_044190755674,task-083,chaos,governance,What are the rules for submitting a governance proposal?,0.0,0.0,26.27,0.4155,0.4045,0.3445,,,None,6,2026-02-20T04:06:00+00:00
raciv_917d810449f2,task-083,raciv,governance,What are the rules for submitting a governance proposal?,0.9797,0.7802,51.88,0.1079,0.1151,0.0362,cto,guardian,VALIDATED — cto's response correctly addresses the governance query with accurat,2,2026-02-20T04:06:30+00:00
chaos_010cb6cf93c0,task-084,chaos,support,I'm stuck — the tip button isn't working.,0.6283,1.0,28.14,0.3369,0.3656,0.3976,,,None,6,2026-02-20T04:09:00+00:00
raciv_fdd98d18f5f4,task-084,raciv,support,I'm stuck — the tip button isn't working.,0.9003,0.9856,21.52,0.1997,0.0608,0.0054,wizard,oracle,VALIDATED — wizard's response correctly addresses the support query with accurat,2,2026-02-20T04:09:30+00:00
chaos_56f276d58aef,task-085,chaos,economy,How are flat fees calculated on Ethervista?,0.6565,0.7686,16.84,0.4406,0.1267,0.1959,,,None,6,2026-02-20T04:12:00+00:00
raciv_5c6aa9e16b6c,task-085,raciv,economy,How are flat fees calculated on Ethervista?,0.8468,0.8863,51.9,0.0748,0.0,0.0,finance,oracle,VALIDATED — finance's response correctly addresses the economy query with accura,2,2026-02-20T04:12:30+00:00
chaos_2979bf03214a,task-086,chaos,economy,What is the minimum staking period?,0.0,0.0,20.67,0.4244,0.2294,0.2071,,,None,6,2026-02-20T04:15:00+00:00
raciv_cd552e89d919,task-086,raciv,economy,What is the minimum staking period?,0.8371,0.9535,18.32,0.0,0.0315,0.0741,finance,oracle,VALIDATED — finance's response correctly addresses the economy query with accura,2,2026-02-20T04:15:30+00:00
chaos_a8b899b3d675,task-087,chaos,trust,How do I report a bad actor?,0.5993,0.7839,10.1,0.3658,0.0852,0.2883,,,None,6,2026-02-20T04:18:00+00:00
raciv_b04338ec71c8,task-087,raciv,trust,How do I report a bad actor?,0.778,0.7826,37.43,0.0582,0.0634,0.0895,guardian,oracle,VALIDATED — guardian's response correctly addresses the trust query with accurat,2,2026-02-20T04:18:30+00:00
chaos_5083c52f6eb3,task-088,chaos,governance,Can I vote without staking?,0.0,0.0,27.54,0.074,0.2217,0.3298,,,None,6,2026-02-20T04:21:00+00:00
raciv_46f1961f7c3a,task-088,raciv,governance,Can I vote without staking?,0.9648,0.8241,40.81,0.1769,0.0685,0.013,cto,guardian,VALIDATED — cto's response correctly addresses the governance query with accurat,2,2026-02-20T04:21:30+00:00
chaos_4146e4d99462,task-089,chaos,support,Why did my raid not get counted?,0.4425,0.5263,18.39,0.1735,0.4443,0.1004,,,None,6,2026-02-20T04:24:00+00:00
raciv_46a0c1b57b30,task-089,raciv,support,Why did my raid not get counted?,0.9197,0.7621,38.92,0.0036,0.114,0.0593,wizard,oracle,VALIDATED — wizard's response correctly addresses the support query with accurat,2,2026-02-20T04:24:30+00:00
chaos_5f1d1af4be60,task-090,chaos,economy,What is the BONZI flat fee per transaction?,0.5143,0.6785,22.36,0.4881,0.1047,0.0,,,None,6,2026-02-20T04:27:00+00:00
raciv_29d00a16ac55,task-090,raciv,economy,What is the BONZI flat fee per transaction?,0.7717,0.8514,19.26,0.0,0.0674,0.0477,finance,oracle,VALIDATED — finance's response correctly addresses the economy query with accura,2,2026-02-20T04:27:30+00:00
chaos_79f508f6cb88,task-091,chaos,economy,How do I claim my staking rewards?,0.5357,0.5446,22.68,0.0094,0.4363,0.4238,,,None,6,2026-02-20T04:30:00+00:00
raciv_8e97e71b0824,task-091,raciv,economy,How do I claim my staking rewards?,0.7861,0.8578,25.83,0.0644,0.0721,0.0306,finance,oracle,VALIDATED — finance's response correctly addresses the economy query with accura,2,2026-02-20T04:30:30+00:00
chaos_9290e461e03c,task-092,chaos,trust,Can I trust this new agent in our community?,0.3846,0.5503,31.59,0.2523,0.0754,0.1357,,,None,6,2026-02-20T04:33:00+00:00
raciv_f692606926f4,task-092,raciv,trust,Can I trust this new agent in our community?,0.829,0.9613,37.46,0.0106,0.1258,0.0,guardian,oracle,VALIDATED — guardian's response correctly addresses the trust query with accurat,2,2026-02-20T04:33:30+00:00
chaos_4c0dca7f7f8c,task-093,chaos,governance,What are the rules for submitting a governance proposal?,0.5282,0.7154,21.07,0.4136,0.3669,0.2797,,,None,6,2026-02-20T04:36:00+00:00
raciv_2b0875a3de8c,task-093,raciv,governance,What are the rules for submitting a governance proposal?,0.8824,0.8135,34.98,0.1103,0.0592,0.0,cto,guardian,VALIDATED — cto's response correctly addresses the governance query with accurat,2,2026-02-20T04:36:30+00:00
chaos_8111eddff410,task-094,chaos,support,I'm stuck — the tip button isn't working.,0.622,0.774,5.0,0.5167,0.1569,0.2295,,,None,6,2026-02-20T04:39:00+00:00
raciv_cff912917099,task-094,raciv,support,I'm stuck — the tip button isn't working.,0.8655,0.7586,37.11,0.0737,0.0349,0.087,wizard,oracle,VALIDATED — wizard's response correctly addresses the support query with accurat,2,2026-02-20T04:39:30+00:00
chaos_46c009ec2b5a,task-095,chaos,economy,How are flat fees calculated on Ethervista?,0.0,0.0,24.62,0.2301,0.1725,0.2176,,,None,6,2026-02-20T04:42:00+00:00
raciv_b5282482de7b,task-095,raciv,economy,How are flat fees calculated on Ethervista?,0.7831,0.889,53.52,0.0807,0.0388,0.0866,finance,oracle,VALIDATED — finance's response correctly addresses the economy query with accura,2,2026-02-20T04:42:30+00:00
chaos_5fbb36050831,task-096,chaos,economy,What is the minimum staking period?,0.188,0.7206,11.36,0.4392,0.5298,0.0116,,,None,6,2026-02-20T04:45:00+00:00
raciv_3c7c6bf8bceb,task-096,raciv,economy,What is the minimum staking period?,0.0,0.8439,58.9,0.0523,0.0002,0.0045,finance,oracle,FLAGGED — Response contains an inaccuracy about economy mechanics. Flat fee mode,2,2026-02-20T04:45:30+00:00
chaos_7b2e8c2e877d,task-097,chaos,trust,How do I report a bad actor?,0.3396,0.6257,25.64,0.2932,0.1974,0.2183,,,None,6,2026-02-20T04:48:00+00:00
raciv_f75a37247cba,task-097,raciv,trust,How do I report a bad actor?,0.7482,0.5599,50.45,0.0,0.1143,0.099,guardian,oracle,VALIDATED — guardian's response correctly addresses the trust query with accurat,2,2026-02-20T04:48:30+00:00
chaos_7ee8bb0a01f0,task-098,chaos,governance,Can I vote without staking?,0.2773,0.4979,29.61,0.544,0.3291,0.2742,,,None,6,2026-02-20T04:51:00+00:00
raciv_d805b67af4fe,task-098,raciv,governance,Can I vote without staking?,0.9218,0.8978,13.62,0.0951,0.0544,0.1445,cto,guardian,VALIDATED — cto's response correctly addresses the governance query with accurat,2,2026-02-20T04:51:30+00:00
chaos_854aae95031d,task-099,chaos,support,Why did my raid not get counted?,0.4322,0.6866,6.78,0.183,0.2006,0.2298,,,None,6,2026-02-20T04:54:00+00:00
raciv_7c20046f136d,task-099,raciv,support,Why did my raid not get counted?,0.8819,0.9846,41.9,0.1342,0.0235,0.0904,wizard,oracle,VALIDATED — wizard's response correctly addresses the support query with accurat,2,2026-02-20T04:54:30+00:00
chaos_e7afba8c09d9,task-100,chaos,economy,What is the BONZI flat fee per transaction?,0.414,0.4237,20.48,0.0788,0.0035,0.2411,,,None,6,2026-02-20T04:57:00+00:00
raciv_7c1ab9d87a64,task-100,raciv,economy,What is the BONZI flat fee per transaction?,1.0,0.5999,40.03,0.0331,0.0,0.0986,finance,oracle,VALIDATED — finance's response correctly addresses the economy query with accura,2,2026-02-20T04:57:30+00:00
chaos_a0ed9783f101,task-001,chaos,economy,How do I claim my staking rewards?,,,,,,,,,None,6,2026-02-21T02:29:57.326604+00:00
raciv_106a38a6f310,task-001,raciv,economy,How do I claim my staking rewards?,,,,,,,finance,oracle,"[error: ""Could not resolve authentication method. Expected either api_key or aut",2,2026-02-21T02:29:58.572265+00:00
chaos_ef4b396c3ebc,task-002,chaos,trust,Can I trust this new agent in our community?,,,,,,,,,None,6,2026-02-21T02:29:58.600479+00:00
raciv_cac0f76f87ba,task-002,raciv,trust,Can I trust this new agent in our community?,,,,,,,guardian,oracle,"[error: ""Could not resolve authentication method. Expected either api_key or aut",2,2026-02-21T02:29:58.678858+00:00
chaos_991dbf37f78a,task-003,chaos,governance,What are the rules for submitting a governance proposal?,,,,,,,,,None,6,2026-02-21T02:29:58.706475+00:00
raciv_9378039d7626,task-003,raciv,governance,What are the rules for submitting a governance proposal?,,,,,,,cto,guardian,"[error: ""Could not resolve authentication method. Expected either api_key or aut",2,2026-02-21T02:29:58.784265+00:00
chaos_ebb49f0d7676,task-004,chaos,support,I'm stuck — the tip button isn't working.,,,,,,,,,None,6,2026-02-21T02:29:58.811049+00:00
raciv_8c2b35dc85b3,task-004,raciv,support,I'm stuck — the tip button isn't working.,,,,,,,finance,oracle,"[error: ""Could not resolve authentication method. Expected either api_key or aut",2,2026-02-21T02:29:58.893736+00:00
chaos_b3608bb47d53,task-005,chaos,economy,How are flat fees calculated on Ethervista?,,,,,,,,,None,6,2026-02-21T02:29:58.924195+00:00
raciv_b37ea36d7d8f,task-005,raciv,economy,How are flat fees calculated on Ethervista?,,,,,,,finance,oracle,"[error: ""Could not resolve authentication method. Expected either api_key or aut",2,2026-02-21T02:29:59.002406+00:00
